API/UWI,Operator Alias,Well/Lease Name,Well Number,Entity Type,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,First Prod Date,Last Prod Date,Cum Gas,Cum Oil,Cum BOE,Cum Water,Cum MMCFGE,Cum BCFGE,Daily Gas,Daily Oil,First Month Oil,First Month Gas,First Month Water,First 6 Oil,First 6 Gas,First 6 BOE,First 6 Water,First 12 Oil,First 12 Gas,First 12 BOE,First 12 MMCFGE,First 12 Water,First 24 Oil,First 24 Gas,First 24 BOE,First 24 MMCFGE,First 24 Water,First 60 Oil,First 60 Gas,First 60 BOE,First 60 Water,First 60 MMCFGE,Prac IP Oil Daily,Prac IP Gas Daily,Prac IP CFGED,Prac IP BOE,Latest Oil,Latest Gas,Latest Water,Prior 12 Oil,Prior 12 Gas,Prior 12 Water,Last Test Date,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Months Produced,Gas Gatherer,Oil Gatherer,Lease Number,Spud Date,Measured Depth (TD),True Vertical Depth,Gross Perforated Interval,Field,State,District,Basin,Country,Section,Township,Range,Abstract,Block,Survey,OCS Area,PGC Area,Surface Latitude (WGS84),Surface Longitude (WGS84),Reported Operator,Last 12 Oil,Last 12 Gas,Last 12 Water,Entity ID
42389347340000,CIMAREX ENERGY COMPANY,BLACKTAIL 1-34 UNIT,1H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,8/1/2016,4/1/2018,2129600,360584,715517,2360953,4293,4,3118,495,6210,30654,33984,121395,640343,228119,709907,243152,1375118,472338,2834,1524506,,,,,,,,,,,914,4499,9984333,1664,11670,77511,85932,185564,1023228,1134388,1/29/2017,815,5710,4920,6321.403,5910,158.193,203.2,150.6,134974,2,27426,2,49922,2,300,2,11171,20630,0.84,47.3,8/19/2016,1,1,21,(N/A),(N/A),283621,1/15/2016,20679,,9459,PHANTOM,TX,8,PERMIAN BASIN,USA,34,0,0,2134,1,H&GN RR CO,(N/A),P-440,31.7296184,-103.7841879,CIMAREX ENERGY CO.,175020,1106372,1226565,130046338
42389354160000,EOG RESOURCES INCORPORATED,STATE FIREFLY 24 UNIT,1H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,12/1/2016,4/1/2018,1405025,192615,426786,1626117,2561,3,2090,268,30817,171791,198824,114159,774371,243221,896224,172952,1252500,381702,2290,1449590,,,,,,,,,,,792,5160,9912129,1652,3931,37759,43701,100793,678723,785525,12/8/2016,13,1449,6510,7909.891,7290,126.424,153.5,104.1,171791,1,30817,1,59449,1,357,1,10326,17191,0.78,48,12/3/2016,1,1,17,ENTERPRISE PRODUCTS OPERATINGLLC,EOG RESOURCES MARKETING LLC,283636,10/10/2016,17475,,6865,PHANTOM,TX,8,PERMIAN BASIN,USA,24,0,0,5049,55 T5S,T&P RR CO,(N/A),P-440,31.4896277,-103.7144975,"EOG RESOURCES, INC.",91822,726302,840592,130046339
42389355890000,"RESOLUTE NATURAL RES. CO., LLC",BRECKENRIDGE,L 06H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,7/1/2017,4/1/2018,1218967,168694,371855,0,2231,2,4010,555,11690,74278,0,126173,889286,274387,0,,,,,,,,,,,,,,,,1135,7762,14570871,2428,5679,50784,0,,,,,,,6840,7225.906,7230,138.391,146.2,111.8,240629,2,35178,2,75283,2,452,2,10350,18070,,,7/15/2017,1,1,10,ENERGY TRANSFER COMPANY,CAPROCK PERMIAN CRUDE LLC,283650,5/29/2017,18175,,7720,PHANTOM,TX,8,PERMIAN BASIN,USA,16,0,0,5471,C21,PSL,(N/A),P-440,31.648732,-103.9843672,"RESOLUTE NATURAL RES. CO., LLC",168694,1218967,0,130046551
42389360800000,"ANADARKO E&P ONSHORE, LLC",MOON STATE 55-3-5 UNIT,1H,WELL,REEVES (TX),WOLFCAMP,GAS,INACTIVE,H,12/1/2017,12/1/2017,4548,1009,1767,10002,11,0,147,33,1009,4548,10002,,,,,,,,,,,,,,,,,,,,0,0,,0,1009,4548,10002,,,,12/22/2017,2355,2929,,4507.433,4510,221.856,0,221.9,4548,1,1009,1,1767,1,11,1,10863,17834,0.76,49.2,12/19/2017,1,1,1,DELAWARE BASIN JV GATHERING LLC,ANADARKO LONE CREEK GATH LLC,283563,8/22/2017,18000,,6971,PHANTOM,TX,8,PERMIAN BASIN,USA,39,0,0,896,56T3S,T&P RR CO,(N/A),P-440,31.6518821,-103.8080472,ANADARKO E&P ONSHORE LLC,1009,4548,10002,130046561
42389334850000,CIMAREX ENERGY COMPANY,RED LODGE C20-11,2H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,3/1/2016,4/1/2018,190727,25964,57752,129854,347,0,257,29,1773,10776,7337,7648,39824,14285,27113,13539,80012,26874,161,54475,24233,176324,53620,322,120048,,,,,,63,373,753333,126,794,6985,4756,11681,75892,51670,1/29/2017,180,5829,5890,8752.026,7350,114.259,169.6,113.7,11200,2,1902,3,3767,2,23,2,11100,15445,0.77,48.4,12/21/2012,1,1,26,(N/A),(N/A),283665,10/18/2012,15594,,4345,PHANTOM,TX,8,PERMIAN BASIN,USA,11,0,0,2399,C20,PSL,(N/A),P-440,31.6511009,-103.7706315,CIMAREX ENERGY CO.,10610,92859,63222,130046582
42389340560000,EOG RESOURCES INCORPORATED,STATE APACHE 57,1106H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,1/1/2016,4/1/2018,355578,75138,134401,471020,806,1,463,99,3393,13139,17405,19173,85582,33437,113367,30986,146422,55390,332,193960,68568,331653,123844,743,439328,,,,,,101,400,1006483,168,1972,8536,11307,29387,147411,195269,8/16/2014,263,1200,3960,4641.919,4730,215.428,252.6,231,47301,17,10326,17,18210,17,109,17,10630,15445,0.71,52,7/9/2014,1,1,27,ENERGY TRANSFER COMPANY,EOG RESOURCES MARKETING LLC,283593,5/16/2014,15577,,4815,PHANTOM,TX,8,PERMIAN BASIN,USA,11,0,0,2469,57,PSL,(N/A),P-440,31.5991521,-103.8214157,"EOG RESOURCES, INC.",33054,153434,203248,130046586
42389342780000,CIMAREX ENERGY COMPANY,THUNDER C20-13,2H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,1/1/2017,4/1/2018,659133,54590,164445,810965,987,1,1312,103,5265,50394,62002,24536,275613,70472,339101,42777,522573,129872,779,642949,,,,,,,,,,,153,1485,2402357,400,3555,42498,52287,17296,185817,228620,1/26/2017,365,8084,9710,12691.479,12070,78.793,103,83.7,50394,1,5265,1,13664,1,82,1,11815,17485,0.8,50.6,3/28/2015,1,1,16,CIMAREX ENERGY CO.,SUNOCO PTNRS. MKTG.&TERMINALS LP,283609,1/26/2015,17603,,5670,PHANTOM,TX,8,PERMIAN BASIN,USA,13,0,0,2400,C20,PSL,(N/A),P-440,31.6825197,-103.7654816,CIMAREX ENERGY CO.,37294,473316,582345,130046595
42389356950000,CIMAREX ENERGY COMPANY,MADISON 2-11,3H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,10/1/2017,4/1/2018,371043,70582,132422,374264,795,1,1750,333,13963,65088,65653,65107,336208,121142,339127,,,,,,,,,,,,,,,,507,2403,5447667,908,5475,34835,35137,,,,10/10/2017,2342,4265,4740,5256.907,5260,190.226,211.2,157.2,72092,2,15223,2,27238,2,163,2,11211,15486,0.81,49,10/6/2017,1,1,7,CIMAREX ENERGY CO.,ETP CRUDE LLC,283510,6/25/2017,15959,,4275,PHANTOM,TX,8,PERMIAN BASIN,USA,11,0,0,367,2,H&GN RR CO,(N/A),P-440,31.7029635,-103.759506,CIMAREX ENERGY CO.,70582,371043,374264,130046596
42389355270000,"RESOLUTE NATURAL RES. CO., LLC",NORTH ELEPHANT 2 UNIT,U 06H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,5/1/2017,4/1/2018,1230512,298522,503607,0,3022,3,3371,818,120,494,0,192982,758737,319438,0,298522,1230512,503607,3022,0,,,,,,,,,,,1167,4312,11312567,1885,12430,56996,0,,,,,,,3700,4122.014,4120,242.6,270.5,218.1,206640,3,54324,3,88764,3,533,3,11259,20829,,,5/28/2017,1,1,12,ENERGY TRANSFER COMPANY,CAPROCK PERMIAN CRUDE LLC,283600,3/30/2017,20940,,9570,PHANTOM,TX,8,PERMIAN BASIN,USA,10,0,0,4343,2,H&GN RR CO,(N/A),P-440,31.7097899,-103.7431581,"RESOLUTE NATURAL RES. CO., LLC",298522,1230512,0,130046597
42389349010000,EOG RESOURCES INCORPORATED,STATE APACHE 57,1110H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,12/1/2016,4/1/2018,516471,104546,190625,677380,1144,1,927,178,6377,25648,33639,52032,233613,90968,306397,86547,408429,154619,928,535677,,,,,,,,,,,283,1261,2962097,494,4354,25730,33746,43284,191742,251481,12/22/2016,212,1555,4450,5300.659,4940,188.656,224.7,169.2,44858,4,9862,4,17338,4,104,4,10780,16037,0.76,49,12/20/2016,1,1,17,ENERGY TRANSFER COMPANY,EOG RESOURCES MARKETING LLC,283639,8/1/2015,16168,,5257,PHANTOM,TX,8,PERMIAN BASIN,USA,11,0,0,2469,57,PSL,(N/A),P-440,31.6006095,-103.817414,"EOG RESOURCES, INC.",61262,324729,425899,130046598
42389342520000,EOG RESOURCES INCORPORATED,STATE HARRISON RANCH 57,1504H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,10/1/2017,4/1/2018,417592,79168,148767,636453,893,1,1970,373,27166,144546,220303,70516,368313,131902,561347,,,,,,,,,,,,,,,,546,2867,6144900,1024,8652,49279,75106,,,,10/10/2017,779,272,5250,5274.757,5270,189.582,190.6,175.6,144546,1,27166,1,51257,1,308,1,10903,15790,0.77,49.4,10/1/2017,1,1,7,ENERGY TRANSFER COMPANY,ENTERPRISE CRUDE OIL LLC,283662,2/16/2015,15900,,4887,PHANTOM,TX,8,PERMIAN BASIN,USA,15,0,0,2471,57,PSL,(N/A),P-440,31.5849706,-103.8323303,"EOG RESOURCES, INC.",79168,417592,636453,130046599
42389350610000,CIMAREX ENERGY COMPANY,HUCKLEBERRY C21-9 UNIT,1H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,5/1/2016,4/1/2018,1567389,250287,511518,1423696,3069,3,1923,289,1168,8045,7307,63484,371834,125456,337745,148521,887751,296479,1779,806365,250287,1567389,511518,3069,1423696,,,,,,298,1699,3485867,581,5664,44559,40474,148521,887751,806365,1/23/2017,615,5596,5700,6678.439,6260,149.736,175.4,127.1,90634,7,15176,9,30268,7,182,7,10707,18255,0.76,50.4,5/23/2016,1,1,24,CIMAREX ENERGY CO.,SUNOCO PTNRS. MKTG.&TERMINALS LP,283675,1/3/2016,18306,,7548,PHANTOM,TX,8,PERMIAN BASIN,USA,6,0,0,2509,C21,PSL,(N/A),P-440,31.650021,-103.880755,CIMAREX ENERGY CO.,101766,679638,617331,130048121
42389352060000,CIMAREX ENERGY COMPANY,HARDSCRABBLE STATE 57-34 UNIT,1H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,1/1/2017,4/1/2018,2006306,243206,577590,1977622,3466,3,4757,565,7,,0,93277,653810,202245,644462,198130,1562891,458612,2752,1540546,,,,,,,,,,,652,4101,8012484,1335,9672,102004,100546,43429,287463,283353,4/26/2017,1010,6315,,8603.808,8250,116.228,0,94.8,187208,3,26986,5,58187,5,349,5,10176,20577,0.87,53.6,3/6/2017,1,1,15,CIMAREX ENERGY CO.,ETP CRUDE LLC,283686,7/10/2016,20686,,10401,PHANTOM,TX,8,PERMIAN BASIN,USA,34,0,0,1908,57,PSL,(N/A),P-440,31.5542477,-103.8456876,CIMAREX ENERGY CO.,199777,1718843,1694269,130048122
42389336170000,EOG RESOURCES INCORPORATED,STATE PHILLIPS 56,301H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,3/1/2016,4/1/2018,479517,63478,143397,0,860,1,591,71,3709,22852,0,18791,125917,39777,0,33614,231082,72128,433,0,59841,445614,134110,805,0,,,,,,113,678,1357000,226,1695,15522,0,31006,220569,0,,,,5990,8504.474,7550,117.585,166.8,109.2,23427,8,3709,1,7518,1,45,1,10116,14611,,,10/9/2013,1,1,26,ENERGY TRANSFER COMPANY,EOG RESOURCES MARKETING LLC,283687,3/23/2013,14743,,4495,PHANTOM,TX,8,PERMIAN BASIN,USA,3,0,0,4599,56,PSL,(N/A),P-440,31.6129147,-103.9373296,"EOG RESOURCES, INC.",25369,215750,0,130048124
42389358420000,"WPX ENERGY PERMIAN, LLC",MONROE STATE 32,2H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,11/1/2017,4/1/2018,524122,112395,199749,0,1198,1,2896,621,13190,62765,0,112395,524122,199749,0,,,,,,,,,,,,,,,,954,4294,10014935,1669,14563,70872,0,,,,,,,4500,4663.215,4660,214.444,222.1,205.5,133103,2,29560,2,51744,2,310,2,10959,15602,,,11/13/2017,1,1,6,ENERGY TRANSFER COMPANY,SUNOCO PTNRS. MKTG.&TERMINALS LP,283596,5/9/2017,15742,,4643,PHANTOM,TX,8,PERMIAN BASIN,USA,32,0,0,4202,55 T4S,T&P RR CO,(N/A),P-440,31.5777083,-103.7372727,"WPX ENERGY PERMIAN, LLC",112395,524122,0,130048142
42389355820000,"WPX ENERGY PERMIAN, LLC",COVINGTON 46,11H,WELL,REEVES (TX),WOLFCAMP,GAS,ACTIVE,H,10/1/2017,3/1/2018,445678,88160,162440,0,975,1,2449,484,13448,57871,0,88160,445678,162440,0,,,,,,,,,,,,,,,,678,3427,7491900,1249,11321,59469,0,,,,,,,5060,5055.331,5060,197.811,197.7,190.4,102801,2,20326,2,37460,2,225,2,10238,14886,,,10/14/2017,1,1,6,"STATELINE GATHERING, LLC","PLAINS MARKETING, L.P.",283694,4/8/2017,15019,,4648,PHANTOM,TX,8,PERMIAN BASIN,USA,46,0,0,5885,57 T1,"T&P RR CO / CONLEY, C C",(N/A),P-440,31.8975499,-103.9569217,"WPX ENERGY PERMIAN, LLC",88160,445678,0,130048143
42389358360000,"COLGATE OPERATING, LLC",LAZARUS 67 UNIT,1H,COM,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,8/1/2017,3/1/2018,518767,131355,217816,526769,1307,1,2135,541,33,0,132,107017,405528,174605,429167,,,,,,,,,,,,,,,,832,2458,7449500,1242,12102,57338,48532,,,,,,,2950,3949.351,3950,253.206,338.5,211.1,100664,2,28624,3,45401,3,272,3,10762,15220,,46,8/28/2017,1,1,8,VAQUERO PERMIAN PROCESSING LLC,"BRIDGER TRANSPORTATION, LLC",49559,5/12/2017,15350,,4458,PHANTOM,TX,8,PERMIAN BASIN,USA,67,0,0,414,4,H&GN RR CO,(N/A),P-440,31.4358522,-103.5143013,"COLGATE OPERATING, LLC",131355,518767,526769,130048757
42389358390000,ENERGEN CORPORATION,GOLDFINGER STATE UNIT 71-67,602H,COM,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,11/1/2017,4/1/2018,460926,162814,239635,0,1438,1,2547,900,17294,46425,0,162814,460926,239635,0,,,,,,,,,,,,,,,,896,2546,7923258,1321,24421,71741,0,,,,,,,2840,2830.997,2830,353.232,351.9,340.4,98450,3,34371,3,50779,3,305,3,11098,19994,,50,11/17/2017,1,1,6,VAQUERO PERMIAN PROCESSING LLC,CAPROCK PERMIAN CRUDE LLC,49629,8/6/2017,20070,,8896,PHANTOM,TX,8,PERMIAN BASIN,USA,71,0,0,?36,,STATE OF TEXAS,(N/A),P-440,31.6375573,-103.7221767,ENERGEN RESOURCES CORPORATION,162814,460926,0,130048758
42389358680000,"CENTENNIAL RESOURCE PRODUCTION, LLC",BALMORHEA STATE C,4H,COM,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,10/1/2017,3/1/2018,220304,120630,157347,292247,944,1,1210,663,4525,7295,10963,120630,220304,157347,292247,,,,,,,,,,,,,,,,974,1626,7468867,1245,20728,42977,50217,,,,,,,1670,1826.279,1830,547.562,598.7,482.3,48794,2,29212,2,37344,2,224,2,10759,16736,,40,10/22/2017,1,1,6,"EAGLECLAW MIDSTREAM VENTURES,LLC",ORYX SO. DELAWARE OGT LLC,49568,4/17/2017,16785,,5977,PHANTOM,TX,8,PERMIAN BASIN,USA,7,0,0,5467,C9,PSL,(N/A),P-440,31.3107646,-103.5217322,"CENTENNIAL RESOURCE PROD, LLC",120630,220304,292247,130048759
42389358700000,"CENTENNIAL RESOURCE PRODUCTION, LLC",JAGUAR,2H,COM,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,9/1/2017,3/1/2018,99065,48812,65323,15960,392,0,467,230,10757,8901,0,45872,87082,60386,5833,,,,,,,,,,,,,,,,421,715,3240258,540,2940,11983,10127,,,,,,,1700,2029.521,2030,492.727,588.8,245.3,22160,2,14068,3,17532,3,105,3,10610,14768,,42,9/12/2017,1,1,7,"EAGLECLAW MIDSTREAM VENTURES,LLC",ORYX SO. DELAWARE OGT LLC,48554,5/7/2017,14809,,4158,PHANTOM,TX,8,PERMIAN BASIN,USA,189,0,0,304,13,H&GN RR CO,(N/A),P-440,31.2115964,-103.5577331,"CENTENNIAL RESOURCE PROD, LLC",48812,99065,15960,130048760
42389358830000,"CENTENNIAL RESOURCE PRODUCTION, LLC",CRISAN,3H,COM,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,9/1/2017,3/1/2018,138591,102087,125186,16521,751,1,654,482,18011,15222,0,92298,121793,112597,6854,,,,,,,,,,,,,,,,600,808,4407065,735,9789,16798,9667,,,,,,,1350,1357.577,1360,736.606,742.3,582.7,29186,3,20195,3,25059,3,150,3,10664,14688,,42,9/5/2017,1,1,7,"EAGLECLAW MIDSTREAM VENTURES,LLC",ORYX SO. DELAWARE OGT LLC,48835,7/21/2017,14743,,4024,PHANTOM,TX,8,PERMIAN BASIN,USA,210,0,0,1109,13,"H&GN RR CO/FERREL, S",(N/A),P-440,31.2089727,-103.543675,"CENTENNIAL RESOURCE PROD, LLC",102087,138591,16521,130048761
42389359560000,PRIMEXX OPERATING CORPORATION,MEEKER-CANADIAN UNIT 108-109W,1H,COM,REEVES (TX),TREND AREA,OIL,ACTIVE,H,1/1/2018,4/1/2018,122113,67051,87403,0,524,1,1018,559,3568,4916,0,,,,,,,,,,,,,,,,,,,,770,1059,5678857,946,20603,47148,0,,,,,,,1380,1821.196,1820,549.09,727.2,437,47148,4,21560,2,28461,4,171,4,,,,40,1/23/2018,1,1,4,ENERGY TRANSFER COMPANY,LPC CRUDE OIL MARKETING LLC,49570,7/19/2017,20009,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,110,0,0,1988,13,H&GN RR CO,(N/A),P-440,31.1097646,-103.6490097,PRIMEXX OPERATING CORPORATION,67051,122113,0,130048763
42389359750000,"OCCIDENTAL ENERGY COMPANY,INC.",TOYAH 4-9,12NH,COM,REEVES (TX),TREND AREA,OIL,ACTIVE,H,8/1/2017,4/1/2018,235407,174591,213826,43938,1283,1,862,640,7933,3560,20638,128372,154974,154201,20638,,,,,,,,,,,,,,,,1134,1298,8101100,1350,14119,23714,12464,,,,,,,1150,1348.334,1350,741.656,873.3,595.4,38949,2,34014,2,40506,2,243,2,10583,20473,,42.5,8/22/2017,1,1,9,ENERGY TRANSFER COMPANY,"BRIDGER TRANSPORTATION, LLC",48938,6/7/2017,20720,,9890,WOLFBONE,TX,8,PERMIAN BASIN,USA,9,0,0,735,51 T7S,T&P RR CO,(N/A),P-440,31.2735134,-103.4367913,OXY USA WTP LP,174591,235407,43938,130048764
42389360130000,"PRI OPERATING, LLC",IGUANA UNIT 6D,4H,COM,REEVES (TX),TREND AREA,OIL,ACTIVE,H,11/1/2017,4/1/2018,108331,64977,83032,629296,498,0,599,359,1052,37,10189,64977,108331,83032,629296,,,,,,,,,,,,,,,,395,645,3017355,503,11879,23870,115047,,,,,,,1630,1667.221,1670,599.801,613.4,497.7,23870,6,14718,3,18325,3,110,3,11378,18996,,49.9,11/25/2017,1,1,6,ENERGY TRANSFER COMPANY,ORYX SO. DELAWARE OGT LLC,49658,8/20/2017,13000,,7618,WOLFBONE,TX,8,PERMIAN BASIN,USA,6,0,0,1368,C5,PSL,(N/A),P-440,31.2649167,-103.183067,"PRI OPERATING, LLC",64977,108331,629296,130048765
42389360600000,"CENTENNIAL RESOURCE PRODUCTION, LLC",BALMORHEA STATE F,7H,COM,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,10/1/2017,3/1/2018,245734,153432,194388,387145,1166,1,1350,843,15172,22298,38283,153432,245734,194388,387145,,,,,,,,,,,,,,,,1360,2256,10416067,1736,20420,36147,51524,,,,,,,1660,1601.582,1600,624.382,602.7,564.9,67694,2,40798,2,52080,2,312,2,10690,16876,,47,10/17/2017,1,1,6,"EAGLECLAW MIDSTREAM VENTURES,LLC",ORYX SO. DELAWARE OGT LLC,49646,7/21/2017,16887,,6186,PHANTOM,TX,8,PERMIAN BASIN,USA,7,0,0,5467,C9,PSL,(N/A),P-440,31.3102203,-103.5186603,"CENTENNIAL RESOURCE PROD, LLC",153432,245734,387145,130048766
42389361240000,PCORE EXPLORATION & PROD II LLC,GRAEF 1-12,1HA,COM,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,12/1/2017,4/1/2018,72005,68113,80114,171459,481,0,477,451,1764,0,4440,,,,,,,,,,,,,,,,,,,,643,641,4500839,750,12216,15581,30751,,,,,,,1000,1057.14,1060,945.948,1003.8,784,19868,1,19943,2,23254,2,140,2,9836,14547,,45,12/24/2017,1,1,5,"EAGLECLAW MIDSTREAM VENTURES,LLC","BML, INC.  B",49639,9/4/2017,14762,,4711,HOEFS T-K,TX,8,PERMIAN BASIN,USA,12,0,0,4925,1,H&TC RR CO,(N/A),P-440,30.9372365,-103.4659641,PCORE EXPLORATION & PROD II LLC,68113,72005,171459,130048767
42389361460000,"OCCIDENTAL ENERGY COMPANY,INC.",BOCKSCAR 309,14H,COM,REEVES (TX),TREND AREA,OIL,ACTIVE,H,12/1/2017,4/1/2018,63503,54300,64884,60777,389,0,421,360,8999,7877,10965,,,,,,,,,,,,,,,,,,,,388,373,2700129,450,8732,13324,14281,,,,,,,960,1169.484,1170,855.078,1040.1,655.4,16217,4,13730,3,16151,3,97,3,10216,14918,,42.5,12/18/2017,1,1,5,"EAGLECLAW MIDSTREAM VENTURES,LLC","BRIDGER TRANSPORTATION, LLC",49631,10/28/2017,15373,,4702,WOLFBONE,TX,8,PERMIAN BASIN,USA,309,0,0,343,13,H&GN RR CO,(N/A),P-440,31.0803421,-103.4891802,OXY USA WTP LP,54300,63503,60777,130048768
42389361470000,"OCCIDENTAL ENERGY COMPANY,INC.",BOCKSCAR 309,16H,COM,REEVES (TX),TREND AREA,OIL,ACTIVE,H,12/1/2017,4/1/2018,62433,56531,66936,135199,402,0,413,374,5628,6534,14899,,,,,,,,,,,,,,,,,,,,406,352,2789194,465,9458,11663,17883,,,,,,,870,1104.403,1100,905.467,1155.3,810.9,20405,3,16889,3,20290,3,122,3,10306,15208,,42.5,12/18/2017,1,1,5,"EAGLECLAW MIDSTREAM VENTURES,LLC","BRIDGER TRANSPORTATION, LLC",49631,9/23/2017,15412,,4902,WOLFBONE,TX,8,PERMIAN BASIN,USA,309,0,0,343,13,H&GN RR CO,(N/A),P-440,31.0803171,-103.4890552,OXY USA WTP LP,56531,62433,135199,130048769
42389361670000,"PDC PERMIAN, INC.",OLD MONARCH STATE 12,B  1H,COM,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,2/1/2018,4/1/2018,75194,17473,30005,0,180,0,845,196,1,0,0,,,,,,,,,,,,,,,,,,,,71,301,725548,121,15278,65866,0,,,,,,,4250,4303.44,4300,232.372,235.2,232,65866,2,15278,3,26256,3,158,3,,,,52,10/25/2017,1,1,3,(N/A),(N/A),49638,9/16/2017,11000,,,PHANTOM,TX,8,PERMIAN BASIN,USA,12,0,0,5182,57 T3S,T&P RR CO,(N/A),P-440,31.7388295,-103.9213324,"PDC PERMIAN, INC.",17473,75194,0,130048773
42389362610000,PRIMEXX OPERATING CORPORATION,POLO GROUNDS 150H,11H,COM,REEVES (TX),TREND AREA,OIL,ACTIVE,H,12/1/2017,4/1/2018,55550,55916,65174,147202,391,0,368,370,14179,15848,37327,,,,,,,,,,,,,,,,,,,,428,475,3044871,507,6225,6472,16388,,,,,,,1110,993.454,990,1006.589,902.7,961.8,18519,3,14179,1,16820,1,101,1,9822,14802,,49.9,12/10/2017,1,1,5,(N/A),"BRIDGER TRANSPORTATION, LLC",49599,10/28/2017,15020,,4980,WOLFBONE,TX,8,PERMIAN BASIN,USA,150,0,0,2516,13,H&GN RR CO,(N/A),P-440,31.1880844,-103.5918629,PRIMEXX OPERATING CORPORATION,55916,55550,147202,130048774
42389362950000,PRIMEXX OPERATING CORPORATION,RED UNIT 136-137E,10H,COM,REEVES (TX),TREND AREA,OIL,ACTIVE,H,3/1/2018,4/1/2018,35416,26338,32241,0,193,0,581,432,9825,12770,0,,,,,,,,,,,,,,,,,,,,550,755,4057467,676,16513,22646,0,,,,,,,1370,1344.673,1340,743.675,729.2,729.2,22646,2,16513,2,20287,2,122,2,,,,49.9,12/11/2017,1,1,2,"EAGLECLAW MIDSTREAM VENTURES,LLC",LPC CRUDE OIL MARKETING LLC,49640,10/7/2017,19495,,,WOLFBONE,TX,8,PERMIAN BASIN,USA,136,0,0,5011,13,H&GN RR CO,(N/A),P-440,31.1059594,-103.6180808,PRIMEXX OPERATING CORPORATION,26338,35416,0,130048775
42389353120000,"CENTENNIAL RESOURCE PRODUCTION, LLC",SHELBY STATE,2H,COM,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,5/1/2017,3/1/2018,158849,108516,134991,435231,810,1,474,324,15415,16417,61796,69512,94280,85225,281485,,,,,,,,,,,,,,,,440,504,3142167,524,6454,10906,25374,,,,,,,1150,1463.83,1460,683.139,872.1,591.8,18750,4,15415,1,18151,1,109,1,10760,15407,,44,5/3/2017,1,1,11,"EAGLECLAW MIDSTREAM VENTURES,LLC",ORYX SO. DELAWARE OGT LLC,48633,2/1/2017,15443,,4647,PHANTOM,TX,8,PERMIAN BASIN,USA,37,0,0,1701,52 T7S,T&P RR CO,(N/A),P-440,31.2134761,-103.4888345,"CENTENNIAL RESOURCE PROD, LLC",108516,158849,435231,130048784
42389353130000,"CENTENNIAL RESOURCE PRODUCTION, LLC",COMPTON,2H,COM,REEVES (TX),WOLFCAMP,OIL,ACTIVE,H,4/1/2017,3/1/2018,158284,122309,148690,265438,892,1,434,335,8582,7579,22805,88218,112171,106913,207802,122309,158284,148690,892,265438,,,,,,,,,,,711,763,5030194,838,2315,3071,6073,,,,,,,1070,1294.132,1290,772.719,932.1,753.8,27066,4,22047,2,25989,2,156,2,10715,14811,,44,4/20/2017,1,1,12,"EAGLECLAW MIDSTREAM VENTURES,LLC",ORYX SO. DELAWARE OGT LLC,49533,1/12/2017,14845,,4096,PHANTOM,TX,8,PERMIAN BASIN,USA,277,0,0,327,13,H&GN RR CO,(N/A),P-440,31.1900224,-103.5199698,"CENTENNIAL RESOURCE PROD, LLC",122309,158284,265438,130048785
